transcript_id,gene_id,gene_name,product,biotype,family
premiRNA_Gm51266_114482793,114482793,Gm51266,"predicted gene, 51266",miRNA,"predicted gene, 51266"
premiRNA_Gm51267_114482806,114482806,Gm51267,"predicted gene, 51267",miRNA,"predicted gene, 51267"
premiRNA_Gm51268_114482820,114482820,Gm51268,"predicted gene, 51268",miRNA,"predicted gene, 51268"
premiRNA_Gm51269_114482837,114482837,Gm51269,"predicted gene, 51269",miRNA,"predicted gene, 51269"
premiRNA_Gm51270_114482851,114482851,Gm51270,"predicted gene, 51270",miRNA,"predicted gene, 51270"
premiRNA_Gm51271_114482860,114482860,Gm51271,"predicted gene, 51271",miRNA,"predicted gene, 51271"
premiRNA_Gm51272_114482867,114482867,Gm51272,"predicted gene, 51272",miRNA,"predicted gene, 51272"
premiRNA_Gm51273_114482873,114482873,Gm51273,"predicted gene, 51273",miRNA,"predicted gene, 51273"
premiRNA_Gm51274_114482876,114482876,Gm51274,"predicted gene, 51274",miRNA,"predicted gene, 51274"
premiRNA_Gm51275_114482884,114482884,Gm51275,"predicted gene, 51275",miRNA,"predicted gene, 51275"
premiRNA_Gm51276_114482888,114482888,Gm51276,"predicted gene, 51276",miRNA,"predicted gene, 51276"
premiRNA_Gm51277_114482891,114482891,Gm51277,"predicted gene, 51277",miRNA,"predicted gene, 51277"
premiRNA_Gm51278_114482918,114482918,Gm51278,"predicted gene, 51278",miRNA,"predicted gene, 51278"
premiRNA_Gm51279_114482937,114482937,Gm51279,"predicted gene, 51279",miRNA,"predicted gene, 51279"
premiRNA_Gm51280_114482946,114482946,Gm51280,"predicted gene, 51280",miRNA,"predicted gene, 51280"
premiRNA_Gm51281_114482949,114482949,Gm51281,"predicted gene, 51281",miRNA,"predicted gene, 51281"
premiRNA_Gm51282_114483345,114483345,Gm51282,"predicted gene, 51282",miRNA,"predicted gene, 51282"
premiRNA_Gm51283_114483351,114483351,Gm51283,"predicted gene, 51283",miRNA,"predicted gene, 51283"
premiRNA_Gm51284_114483355,114483355,Gm51284,"predicted gene, 51284",miRNA,"predicted gene, 51284"
premiRNA_Gm51285_114483369,114483369,Gm51285,"predicted gene, 51285",miRNA,"predicted gene, 51285"
premiRNA_Gm51286_114483371,114483371,Gm51286,"predicted gene, 51286",miRNA,"predicted gene, 51286"
premiRNA_Gm51287_114483421,114483421,Gm51287,"predicted gene, 51287",miRNA,"predicted gene, 51287"
premiRNA_Gm51288_114483630,114483630,Gm51288,"predicted gene, 51288",miRNA,"predicted gene, 51288"
premiRNA_Gm51289_114483633,114483633,Gm51289,"predicted gene, 51289",miRNA,"predicted gene, 51289"
premiRNA_Gm51290_114483639,114483639,Gm51290,"predicted gene, 51290",miRNA,"predicted gene, 51290"
premiRNA_Gm51291_114483644,114483644,Gm51291,"predicted gene, 51291",miRNA,"predicted gene, 51291"
premiRNA_Gm51292_114483662,114483662,Gm51292,"predicted gene, 51292",miRNA,"predicted gene, 51292"
premiRNA_Gm51293_114483664,114483664,Gm51293,"predicted gene, 51293",miRNA,"predicted gene, 51293"
premiRNA_Gm51294_114483666,114483666,Gm51294,"predicted gene, 51294",miRNA,"predicted gene, 51294"
premiRNA_Gm51295_114483680,114483680,Gm51295,"predicted gene, 51295",miRNA,"predicted gene, 51295"
premiRNA_Gm51296_114483812,114483812,Gm51296,"predicted gene, 51296",miRNA,"predicted gene, 51296"
premiRNA_Gm51297_114483817,114483817,Gm51297,"predicted gene, 51297",miRNA,"predicted gene, 51297"
premiRNA_Mir100_723892,723892,Mir100,microRNA 100,miRNA,microRNA 100
premiRNA_Mir101a_387143,387143,Mir101a,microRNA 101a,miRNA,microRNA 101a
premiRNA_Mir101b_724062,724062,Mir101b,microRNA 101b,miRNA,microRNA 101b
premiRNA_Mir101c_100628572,100628572,Mir101c,microRNA 101c,miRNA,microRNA 101c
premiRNA_Mir103-1_723824,723824,Mir103-1,microRNA 103-1,miRNA,microRNA 103
premiRNA_Mir103-2_723825,723825,Mir103-2,microRNA 103-2,miRNA,microRNA 103
premiRNA_Mir105_100124463,100124463,Mir105,microRNA 105,miRNA,microRNA 105
premiRNA_Mir106a_723829,723829,Mir106a,microRNA 106a,miRNA,microRNA 106a
premiRNA_Mir106b_723925,723925,Mir106b,microRNA 106b,miRNA,microRNA 106b
premiRNA_Mir107_723826,723826,Mir107,microRNA 107,miRNA,microRNA 107
premiRNA_Mir10a_723893,723893,Mir10a,microRNA 10a,miRNA,microRNA 10a
premiRNA_Mir10b_387144,387144,Mir10b,microRNA 10b,miRNA,microRNA 10b
premiRNA_Mir1187_100316803,100316803,Mir1187,microRNA 1187,miRNA,microRNA 1187
premiRNA_Mir1188_100316669,100316669,Mir1188,microRNA 1188,miRNA,microRNA 1188
premiRNA_Mir1190_100316805,100316805,Mir1190,microRNA 1190,miRNA,microRNA 1190
premiRNA_Mir1191_100316839,100316839,Mir1191,microRNA 1191,miRNA,microRNA 1191
premiRNA_Mir1191b_102465778,102465778,Mir1191b,microRNA 1191b,miRNA,microRNA 1191b
premiRNA_Mir1192_100316672,100316672,Mir1192,microRNA 1192,miRNA,microRNA 1192
premiRNA_Mir1193_100316673,100316673,Mir1193,microRNA 1193,miRNA,microRNA 1193
premiRNA_Mir1195_100316676,100316676,Mir1195,microRNA 1195,miRNA,microRNA 1195
premiRNA_Mir1197_100316751,100316751,Mir1197,microRNA 1197,miRNA,microRNA 1197
premiRNA_Mir1198_100316807,100316807,Mir1198,microRNA 1198,miRNA,microRNA 1198
premiRNA_Mir1199_100316677,100316677,Mir1199,microRNA 1199,miRNA,microRNA 1199
premiRNA_Mir12181_114482797,114482797,Mir12181,microRNA mir-12181,miRNA,microRNA mir-12181
premiRNA_Mir12184_114482816,114482816,Mir12184,microRNA mir-12184,miRNA,microRNA mir-12184
premiRNA_Mir12188_114483643,114483643,Mir12188,microRNA mir-12188,miRNA,microRNA mir-12188
premiRNA_Mir12191_114482853,114482853,Mir12191,microRNA mir-12191,miRNA,microRNA mir-12191
premiRNA_Mir12193_114483358,114483358,Mir12193,microRNA mir-12193,miRNA,microRNA mir-12193
premiRNA_Mir122_387231,387231,Mir122,microRNA 122,miRNA,microRNA 122
premiRNA_Mir1224_100316739,100316739,Mir1224,microRNA 1224,miRNA,microRNA 1224
premiRNA_Mir122b_114482855,114482855,Mir122b,microRNA mir-122b,miRNA,microRNA mir-122b
premiRNA_Mir1231_100885827,100885827,Mir1231,microRNA 1231,miRNA,microRNA 1231
premiRNA_Mir1247_100526515,100526515,Mir1247,microRNA 1247,miRNA,microRNA 1247
premiRNA_Mir1249_100526461,100526461,Mir1249,microRNA 1249,miRNA,microRNA 1249
premiRNA_Mir124a-1_387233,387233,Mir124a-1,microRNA 124a-1,miRNA,microRNA 124a
premiRNA_Mir124a-2_723950,723950,Mir124a-2,microRNA 124a-2,miRNA,microRNA 124a
premiRNA_Mir124a-3_723951,723951,Mir124a-3,microRNA 124a-3,miRNA,microRNA 124a
premiRNA_Mir1251_100526517,100526517,Mir1251,microRNA 1251,miRNA,microRNA 1251
premiRNA_Mir1258_102465790,102465790,Mir1258,microRNA 1258,miRNA,microRNA 1258
premiRNA_Mir125a_387235,387235,Mir125a,microRNA 125a,miRNA,microRNA 125a
premiRNA_Mir125b-1_387236,387236,Mir125b-1,microRNA 125b-1,miRNA,microRNA 125b
premiRNA_Mir125b-2_723952,723952,Mir125b-2,microRNA 125b-2,miRNA,microRNA 125b
premiRNA_Mir1264_100526460,100526460,Mir1264,microRNA 1264,miRNA,microRNA 1264
premiRNA_Mir126a_387145,387145,Mir126a,microRNA 126a,miRNA,microRNA 126a
premiRNA_Mir126b_102465787,102465787,Mir126b,microRNA 126b,miRNA,microRNA 126b
premiRNA_Mir127_387146,387146,Mir127,microRNA 127,miRNA,microRNA 127
premiRNA_Mir128-1_387147,387147,Mir128-1,microRNA 128-1,miRNA,microRNA 128
premiRNA_Mir128-2_723815,723815,Mir128-2,microRNA 128-2,miRNA,microRNA 128
premiRNA_Mir129-1_387237,387237,Mir129-1,microRNA 129-1,miRNA,microRNA 129
premiRNA_Mir129-2_723953,723953,Mir129-2,microRNA 129-2,miRNA,microRNA 129
premiRNA_Mir1291_102466255,102466255,Mir1291,microRNA 1291,miRNA,microRNA 1291
premiRNA_Mir1298_100526462,100526462,Mir1298,microRNA 1298,miRNA,microRNA 1298
premiRNA_Mir129b_102465777,102465777,Mir129b,microRNA 129b,miRNA,microRNA 129b
premiRNA_Mir1306_100316814,100316814,Mir1306,microRNA 1306,miRNA,microRNA 1306
premiRNA_Mir130a_387149,387149,Mir130a,microRNA 130a,miRNA,microRNA 130a
premiRNA_Mir130b_723816,723816,Mir130b,microRNA 130b,miRNA,microRNA 130b
premiRNA_Mir130c_102466640,102466640,Mir130c,microRNA 130c,miRNA,microRNA 130c
premiRNA_Mir132_387150,387150,Mir132,microRNA 132,miRNA,microRNA 132
premiRNA_Mir133a-1_387151,387151,Mir133a-1,microRNA 133a-1,miRNA,microRNA 133a
premiRNA_Mir133a-2_723954,723954,Mir133a-2,microRNA 133a-2,miRNA,microRNA 133a
premiRNA_Mir133b_723817,723817,Mir133b,microRNA 133b,miRNA,microRNA 133b
premiRNA_Mir133c_102465170,102465170,Mir133c,microRNA 133c,miRNA,microRNA 133c
premiRNA_Mir134_387152,387152,Mir134,microRNA 134,miRNA,microRNA 134
premiRNA_Mir135a-1_387153,387153,Mir135a-1,microRNA 135a-1,miRNA,microRNA 135a
premiRNA_Mir135a-2_723955,723955,Mir135a-2,microRNA 135a-2,miRNA,microRNA 135a
premiRNA_Mir135b_723818,723818,Mir135b,microRNA 135b,miRNA,microRNA 135b
premiRNA_Mir136_387154,387154,Mir136,microRNA 136,miRNA,microRNA 136
premiRNA_Mir137_387155,387155,Mir137,microRNA 137,miRNA,microRNA 137
premiRNA_Mir138-1_387156,387156,Mir138-1,microRNA 138-1,miRNA,microRNA 138
premiRNA_Mir138-2_723956,723956,Mir138-2,microRNA 138-2,miRNA,microRNA 138
premiRNA_Mir139_387157,387157,Mir139,microRNA 139,miRNA,microRNA 139
premiRNA_Mir140_387158,387158,Mir140,microRNA 140,miRNA,microRNA 140
premiRNA_Mir141_387159,387159,Mir141,microRNA 141,miRNA,microRNA 141
premiRNA_Mir142_387160,387160,Mir142,microRNA 142,miRNA,microRNA 142
premiRNA_Mir142b_102466883,102466883,Mir142b,microRNA 142b,miRNA,microRNA 142b
premiRNA_Mir143_387161,387161,Mir143,microRNA 143,miRNA,microRNA 143
premiRNA_Mir144_387162,387162,Mir144,microRNA 144,miRNA,microRNA 144
premiRNA_Mir145a_387163,387163,Mir145a,microRNA 145a,miRNA,microRNA 145a
premiRNA_Mir145b_102465187,102465187,Mir145b,microRNA 145b,miRNA,microRNA 145b
premiRNA_Mir146_387164,387164,Mir146,microRNA 146,miRNA,microRNA 146
premiRNA_Mir146b_751550,751550,Mir146b,microRNA 146b,miRNA,microRNA 146b
premiRNA_Mir147_387165,387165,Mir147,microRNA 147,miRNA,microRNA 147
premiRNA_Mir148a_387166,387166,Mir148a,microRNA 148a,miRNA,microRNA 148a
premiRNA_Mir148b_724064,724064,Mir148b,microRNA 148b,miRNA,microRNA 148b
premiRNA_Mir149_387167,387167,Mir149,microRNA 149,miRNA,microRNA 149
premiRNA_Mir150_387168,387168,Mir150,microRNA 150,miRNA,microRNA 150
premiRNA_Mir151_387169,387169,Mir151,microRNA 151,miRNA,microRNA 151
premiRNA_Mir152_387170,387170,Mir152,microRNA 152,miRNA,microRNA 152
premiRNA_Mir153_387171,387171,Mir153,microRNA 153,miRNA,microRNA 153
premiRNA_Mir154_387172,387172,Mir154,microRNA 154,miRNA,microRNA 154
premiRNA_Mir155_387173,387173,Mir155,microRNA 155,miRNA,microRNA 155
premiRNA_Mir15a_387174,387174,Mir15a,microRNA 15a,miRNA,microRNA 15a
premiRNA_Mir15b_387175,387175,Mir15b,microRNA 15b,miRNA,microRNA 15b
premiRNA_Mir16-1_387134,387134,Mir16-1,microRNA 16-1,miRNA,microRNA 16
premiRNA_Mir16-2_723949,723949,Mir16-2,microRNA 16-2,miRNA,microRNA 16
premiRNA_Mir1668_102465897,102465897,Mir1668,microRNA 1668,miRNA,microRNA 1668
premiRNA_Mir17_723905,723905,Mir17,microRNA 17,miRNA,microRNA 17
premiRNA_Mir18_387135,387135,Mir18,microRNA 18,miRNA,microRNA 18
premiRNA_Mir181a-1_735252,735252,Mir181a-1,microRNA 181a-1,miRNA,microRNA 181a
premiRNA_Mir181a-2_387176,387176,Mir181a-2,microRNA 181a-2,miRNA,microRNA 181a
premiRNA_Mir181b-1_723890,723890,Mir181b-1,microRNA 181b-1,miRNA,microRNA 181b
premiRNA_Mir181b-2_723903,723903,Mir181b-2,microRNA 181b-2,miRNA,microRNA 181b
premiRNA_Mir181c_723819,723819,Mir181c,microRNA 181c,miRNA,microRNA 181c
premiRNA_Mir181d_100049549,100049549,Mir181d,microRNA 181d,miRNA,microRNA 181d
premiRNA_Mir182_387177,387177,Mir182,microRNA 182,miRNA,microRNA 182
premiRNA_Mir183_387178,387178,Mir183,microRNA 183,miRNA,microRNA 183
premiRNA_Mir1839_100316717,100316717,Mir1839,microRNA 1839,miRNA,microRNA 1839
premiRNA_Mir184_387179,387179,Mir184,microRNA 184,miRNA,microRNA 184
premiRNA_Mir1843a_100526530,100526530,Mir1843a,microRNA 1843a,miRNA,microRNA 1843a
premiRNA_Mir1843b_100628622,100628622,Mir1843b,microRNA 1843b,miRNA,microRNA 1843b
premiRNA_Mir185_387180,387180,Mir185,microRNA 185,miRNA,microRNA 185
premiRNA_Mir186_387181,387181,Mir186,microRNA 186,miRNA,microRNA 186
premiRNA_Mir187_387182,387182,Mir187,microRNA 187,miRNA,microRNA 187
premiRNA_Mir188_387183,387183,Mir188,microRNA 188,miRNA,microRNA 188
premiRNA_Mir1892_100316682,100316682,Mir1892,microRNA 1892,miRNA,microRNA 1892
premiRNA_Mir1893_100316773,100316773,Mir1893,microRNA 1893,miRNA,microRNA 1893
premiRNA_Mir1894_100316810,100316810,Mir1894,microRNA 1894,miRNA,microRNA 1894
premiRNA_Mir1895_100316832,100316832,Mir1895,microRNA 1895,miRNA,microRNA 1895
premiRNA_Mir1896_100316752,100316752,Mir1896,microRNA 1896,miRNA,microRNA 1896
premiRNA_Mir1897_100316679,100316679,Mir1897,microRNA 1897,miRNA,microRNA 1897
premiRNA_Mir1898_100316684,100316684,Mir1898,microRNA 1898,miRNA,microRNA 1898
premiRNA_Mir1899_100316772,100316772,Mir1899,microRNA 1899,miRNA,microRNA 1899
premiRNA_Mir18b_100124431,100124431,Mir18b,microRNA 18b,miRNA,microRNA 18b
premiRNA_Mir1900_100316681,100316681,Mir1900,microRNA 1900,miRNA,microRNA 1900
premiRNA_Mir1901_100316686,100316686,Mir1901,microRNA 1901,miRNA,microRNA 1901
premiRNA_Mir1902_100316678,100316678,Mir1902,microRNA 1902,miRNA,microRNA 1902
premiRNA_Mir1903_100316680,100316680,Mir1903,microRNA 1903,miRNA,microRNA 1903
premiRNA_Mir1904_100316683,100316683,Mir1904,microRNA 1904,miRNA,microRNA 1904
premiRNA_Mir1905_100316808,100316808,Mir1905,microRNA 1905,miRNA,microRNA 1905
premiRNA_Mir1906-1_100316809,100316809,Mir1906-1,microRNA 1906-1,miRNA,microRNA 1906
premiRNA_Mir1907_100316685,100316685,Mir1907,microRNA 1907,miRNA,microRNA 1907
premiRNA_Mir190a_387185,387185,Mir190a,microRNA 190a,miRNA,microRNA 190a
premiRNA_Mir190b_100124481,100124481,Mir190b,microRNA 190b,miRNA,microRNA 190b
premiRNA_Mir191_387186,387186,Mir191,microRNA 191,miRNA,microRNA 191
premiRNA_Mir1912_100526529,100526529,Mir1912,microRNA 1912,miRNA,microRNA 1912
premiRNA_Mir192_387187,387187,Mir192,microRNA 192,miRNA,microRNA 192
premiRNA_Mir1927_100316784,100316784,Mir1927,microRNA 1927,miRNA,microRNA 1927
premiRNA_Mir1928_100316687,100316687,Mir1928,microRNA 1928,miRNA,microRNA 1928
premiRNA_Mir1929_100316688,100316688,Mir1929,microRNA 1929,miRNA,microRNA 1929
premiRNA_Mir1930_100316811,100316811,Mir1930,microRNA 1930,miRNA,microRNA 1930
premiRNA_Mir1931_100316689,100316689,Mir1931,microRNA 1931,miRNA,microRNA 1931
premiRNA_Mir1932_100316690,100316690,Mir1932,microRNA 1932,miRNA,microRNA 1932
premiRNA_Mir1933_100316753,100316753,Mir1933,microRNA 1933,miRNA,microRNA 1933
premiRNA_Mir1934_100316840,100316840,Mir1934,microRNA 1934,miRNA,microRNA 1934
premiRNA_Mir1936_100316812,100316812,Mir1936,microRNA 1936,miRNA,microRNA 1936
premiRNA_Mir1938_100316693,100316693,Mir1938,microRNA 1938,miRNA,microRNA 1938
premiRNA_Mir193a_387188,387188,Mir193a,microRNA 193a,miRNA,microRNA 193a
premiRNA_Mir193b_100124432,100124432,Mir193b,microRNA 193b,miRNA,microRNA 193b
premiRNA_Mir194-1_387189,387189,Mir194-1,microRNA 194-1,miRNA,microRNA 194
premiRNA_Mir194-2_723957,723957,Mir194-2,microRNA 194-2,miRNA,microRNA 194
premiRNA_Mir1941_100316694,100316694,Mir1941,microRNA 1941,miRNA,microRNA 1941
premiRNA_Mir1942_100316774,100316774,Mir1942,microRNA 1942,miRNA,microRNA 1942
premiRNA_Mir1943_100316695,100316695,Mir1943,microRNA 1943,miRNA,microRNA 1943
premiRNA_Mir1945_100316833,100316833,Mir1945,microRNA 1945,miRNA,microRNA 1945
premiRNA_Mir1946a_100316697,100316697,Mir1946a,microRNA 1946a,miRNA,microRNA 1946a
premiRNA_Mir1946b_100316714,100316714,Mir1946b,microRNA 1946b,miRNA,microRNA 1946b
premiRNA_Mir1947_100316698,100316698,Mir1947,microRNA 1947,miRNA,microRNA 1947
premiRNA_Mir1948_100316699,100316699,Mir1948,microRNA 1948,miRNA,microRNA 1948
premiRNA_Mir1949_100316700,100316700,Mir1949,microRNA 1949,miRNA,microRNA 1949
premiRNA_Mir1950_100316775,100316775,Mir1950,microRNA 1950,miRNA,microRNA 1950
premiRNA_Mir1951_100316703,100316703,Mir1951,microRNA 1951,miRNA,microRNA 1951
premiRNA_Mir1952_100316816,100316816,Mir1952,microRNA 1952,miRNA,microRNA 1952
premiRNA_Mir1953_100316704,100316704,Mir1953,microRNA 1953,miRNA,microRNA 1953
premiRNA_Mir1954_100316776,100316776,Mir1954,microRNA 1954,miRNA,microRNA 1954
premiRNA_Mir1955_100316756,100316756,Mir1955,microRNA 1955,miRNA,microRNA 1955
premiRNA_Mir1956_100316706,100316706,Mir1956,microRNA 1956,miRNA,microRNA 1956
premiRNA_Mir1958_100316708,100316708,Mir1958,microRNA 1958,miRNA,microRNA 1958
premiRNA_Mir195a_387190,387190,Mir195a,microRNA 195a,miRNA,microRNA 195a
premiRNA_Mir195b_102465169,102465169,Mir195b,microRNA 195b,miRNA,microRNA 195b
premiRNA_Mir1960_100316709,100316709,Mir1960,microRNA 1960,miRNA,microRNA 1960
premiRNA_Mir1961_100316841,100316841,Mir1961,microRNA 1961,miRNA,microRNA 1961
premiRNA_Mir1962_100316818,100316818,Mir1962,microRNA 1962,miRNA,microRNA 1962
premiRNA_Mir1963_100316710,100316710,Mir1963,microRNA 1963,miRNA,microRNA 1963
premiRNA_Mir1964_100316711,100316711,Mir1964,microRNA 1964,miRNA,microRNA 1964
premiRNA_Mir1966_100316712,100316712,Mir1966,microRNA 1966,miRNA,microRNA 1966
premiRNA_Mir1967_100316819,100316819,Mir1967,microRNA 1967,miRNA,microRNA 1967
premiRNA_Mir1968_100316713,100316713,Mir1968,microRNA 1968,miRNA,microRNA 1968
premiRNA_Mir1969_100316777,100316777,Mir1969,microRNA 1969,miRNA,microRNA 1969
premiRNA_Mir196a-1_387191,387191,Mir196a-1,microRNA 196a-1,miRNA,microRNA 196a
premiRNA_Mir196a-2_723958,723958,Mir196a-2,microRNA 196a-2,miRNA,microRNA 196a
premiRNA_Mir196b_723820,723820,Mir196b,microRNA 196b,miRNA,microRNA 196b
premiRNA_Mir1970_100316820,100316820,Mir1970,microRNA 1970,miRNA,microRNA 1970
premiRNA_Mir1971_100316715,100316715,Mir1971,microRNA 1971,miRNA,microRNA 1971
premiRNA_Mir1981_100316821,100316821,Mir1981,microRNA 1981,miRNA,microRNA 1981
premiRNA_Mir1982_100316778,100316778,Mir1982,microRNA 1982,miRNA,microRNA 1982
premiRNA_Mir1983_100316716,100316716,Mir1983,microRNA 1983,miRNA,microRNA 1983
premiRNA_Mir199a-1_387194,387194,Mir199a-1,microRNA 199a-1,miRNA,microRNA 199a
premiRNA_Mir199a-2_723821,723821,Mir199a-2,microRNA 199a-2,miRNA,microRNA 199a
premiRNA_Mir199b_387239,387239,Mir199b,microRNA 199b,miRNA,microRNA 199b
premiRNA_Mir19a_723891,723891,Mir19a,microRNA 19a,miRNA,microRNA 19a
premiRNA_Mir19b-1_751527,751527,Mir19b-1,microRNA 19b-1,miRNA,microRNA 19b
premiRNA_Mir19b-2_387195,387195,Mir19b-2,microRNA 19b-2,miRNA,microRNA 19b
