transcript_id,gene_id,gene_name,product,biotype,family
URS00006FBC3A_9615,NA,NA,tRNA-Leu-TAA-2,tRNA,tRNA-Leu-TAG
URS0000285095_9615,NA,NA,tRNA-Leu-TAA-1,tRNA,tRNA-Leu-TAG
URS00000FB60D_9615,NA,NA,tRNA-Leu-CAG-2,tRNA,tRNA-Leu-TAG
URS0000852952_9615,NA,NA,tRNA-Leu-CAA-4,tRNA,tRNA-Leu-TAG
URS000068B98D_9615,NA,NA,tRNA-Leu-CAA-2,tRNA,tRNA-Leu-TAG
URS0000120E41_9615,NA,NA,tRNA-Leu-AAG-1,tRNA,tRNA-Leu-TAG
URS0000EE99EB_9615,NA,NA,tRNA-Ile-TAT-3,tRNA,tRNA-Ile-TAT
URS00007362AD_9615,NA,NA,tRNA-Ile-TAT-2,tRNA,tRNA-Ile-TAT
URS0000723B37_9615,NA,NA,tRNA-Ile-AAT-4,tRNA,tRNA-Ile-TAT
URS0000610FFE_9615,NA,NA,tRNA-Ile-AAT-2,tRNA,tRNA-Ile-TAT
URS0000677633_9615,NA,NA,tRNA-Ile-AAT-1,tRNA,tRNA-Ile-TAT
URS000044BAE3_9615,NA,NA,tRNA-His-GTG-1,tRNA,tRNA-His-GTG
URS000072B9CD_9615,NA,NA,tRNA-Gly-TCC-3,tRNA,tRNA-Gly-TCC
URS00000AED6F_9615,NA,NA,tRNA-Gly-TCC-2,tRNA,tRNA-Gly-TCC
URS000065035C_9615,NA,NA,tRNA-Gly-GCC-3,tRNA,tRNA-Gly-GCC
URS000063FB43_9615,NA,NA,tRNA-Gly-GCC-2,tRNA,tRNA-Gly-GCC
URS000013B42D_9615,NA,NA,tRNA-Gly-GCC-1,tRNA,tRNA-Gly-GCC
URS00006872BA_9615,NA,NA,tRNA-Gly-CCC-4,tRNA,tRNA-Gly-GCC
URS0000502C74_9615,NA,NA,tRNA-Gly-CCC-3,tRNA,tRNA-Gly-GCC
URS0000687872_9615,NA,NA,tRNA-Gly-CCC-2,tRNA,tRNA-Gly-GCC
URS00005C8FD6_9615,NA,NA,tRNA-Gly-CCC-1,tRNA,tRNA-Gly-GCC
URS0000647B3B_9615,NA,NA,tRNA-Glu-TTC-6,tRNA,tRNA-Glu-TTC
URS00000B6991_9615,NA,NA,tRNA-Glu-TTC-4,tRNA,tRNA-Glu-TTC
URS0000287398_9615,NA,NA,tRNA-Glu-TTC-2,tRNA,tRNA-Glu-TTC
URS00006BC8C6_9615,NA,NA,tRNA-Glu-CTC-6,tRNA,tRNA-Glu-CTC
URS00006667FF_9615,NA,NA,tRNA-Glu-CTC-5,tRNA,tRNA-Glu-CTC
URS0000680248_9615,NA,NA,tRNA-Glu-CTC-4,tRNA,tRNA-Glu-CTC
URS0000646998_9615,NA,NA,tRNA-Glu-CTC-3,tRNA,tRNA-Glu-CTC
URS000069CA13_9615,NA,NA,tRNA-Glu-CTC-2,tRNA,tRNA-Glu-CTC
URS00004F0321_9615,NA,NA,tRNA-Glu-CTC-1,tRNA,tRNA-Glu-CTC
URS0000EE9C5E_9615,NA,NA,tRNA-Gln-TTG-4,tRNA,tRNA-Gln-TTG
URS00002901EC_9615,NA,NA,tRNA-Gln-TTG-2,tRNA,tRNA-Gln-TTG
URS000063F874_9615,NA,NA,tRNA-Gln-CTG-6,tRNA,tRNA-Gln-CTG
URS000072ED15_9615,NA,NA,tRNA-Gln-CTG-5,tRNA,tRNA-Gln-CTG
URS0000651E43_9615,NA,NA,tRNA-Gln-CTG-4,tRNA,tRNA-Gln-CTG
URS0000723A24_9615,NA,NA,tRNA-Gln-CTG-3,tRNA,tRNA-Gln-CTG
URS000009BE9A_9615,NA,NA,tRNA-Gln-CTG-2,tRNA,tRNA-Gln-CTG
URS0000415026_9615,NA,NA,tRNA-Gln-CTG-1,tRNA,tRNA-Gln-CTG
URS0000680FDD_9615,NA,NA,tRNA-Cys-GCA-9,tRNA,tRNA-Cys-GCA
URS00004D8C39_9615,NA,NA,tRNA-Cys-GCA-6,tRNA,tRNA-Cys-GCA
URS00003A8311_9615,NA,NA,tRNA-Cys-GCA-5,tRNA,tRNA-Cys-GCA
URS000042C3BF_9615,NA,NA,tRNA-Cys-GCA-4,tRNA,tRNA-Cys-GCA
URS000014D40F_9615,NA,NA,tRNA-Cys-GCA-3,tRNA,tRNA-Cys-GCA
URS00006AE098_9615,NA,NA,tRNA-Cys-GCA-1,tRNA,tRNA-Cys-GCA
URS00006174C2_9615,NA,NA,tRNA-Asp-GTC-2,tRNA,tRNA-Asp-GTC
URS000013899F_9615,NA,NA,tRNA-Asp-GTC-1,tRNA,tRNA-Asp-GTC
URS00006F8A22_9615,NA,NA,tRNA-Asp-ATC-1,tRNA,tRNA-Asp-ATC
URS0000700568_9615,NA,NA,tRNA-Asn-GTT-7,tRNA,tRNA-Asn-GTT
URS0000EEA12F_9615,NA,NA,tRNA-Asn-GTT-6,tRNA,tRNA-Asn-GTT
URS000070F35F_9615,NA,NA,tRNA-Asn-GTT-5,tRNA,tRNA-Asn-GTT
URS0000670C7D_9615,NA,NA,tRNA-Asn-GTT-4,tRNA,tRNA-Asn-GTT
URS000059D2BF_9615,NA,NA,tRNA-Asn-GTT-1,tRNA,tRNA-Asn-GTT
URS00006BB783_9615,NA,NA,tRNA-Arg-TCT-6,tRNA,tRNA-Arg-TCT
URS000007E37F_9615,NA,NA,tRNA-Arg-TCT-4,tRNA,tRNA-Arg-TCT
URS000047CD44_9615,NA,NA,tRNA-Arg-TCT-2,tRNA,tRNA-Arg-TCT
URS0000225EE1_9615,NA,NA,tRNA-Arg-TCT-2,tRNA,tRNA-Arg-TCT
URS000072431D_9615,NA,NA,tRNA-Arg-TCG-4,tRNA,tRNA-Arg-TCG
URS0000423F8E_9615,NA,NA,tRNA-Arg-TCG-3,tRNA,tRNA-Arg-TCG
URS00001F9D54_9615,NA,NA,tRNA-Arg-TCG-2,tRNA,tRNA-Arg-TCG
URS00000CC06A_9615,NA,NA,tRNA-Arg-TCG-1,tRNA,tRNA-Arg-TCG
URS000068F80E_9615,NA,NA,tRNA-Arg-CCT-9,tRNA,tRNA-Arg-CCT
URS00006ABA64_9615,NA,NA,tRNA-Arg-CCT-8,tRNA,tRNA-Arg-CCT
URS00006A2CFD_9615,NA,NA,tRNA-Arg-CCT-7,tRNA,tRNA-Arg-CCT
URS0000375270_9615,NA,NA,tRNA-Arg-CCT-6,tRNA,tRNA-Arg-CCT
URS00002153E1_9615,NA,NA,tRNA-Arg-CCT-4,tRNA,tRNA-Arg-CCT
URS000005A7A9_9615,NA,NA,tRNA-Arg-CCT-3,tRNA,tRNA-Arg-CCT
URS00002D7BB5_9615,NA,NA,tRNA-Arg-CCT-2,tRNA,tRNA-Arg-CCT
URS000067DDB8_9615,NA,NA,tRNA-Arg-CCT1,tRNA,tRNA-Arg-CCT
URS0000654417_9615,NA,NA,tRNA-Arg-CCT-1,tRNA,tRNA-Arg-CCT
URS000059900F_9615,NA,NA,tRNA-Arg-CCG-2,tRNA,tRNA-Arg-CCG
URS00001D909A_9615,NA,NA,tRNA-Arg-CCG-2,tRNA,tRNA-Arg-CCG
URS00002DDD59_9615,NA,NA,tRNA-Arg-ACG-4,tRNA,tRNA-Arg-ACG
URS000067204E_9615,NA,NA,tRNA-Arg-ACG-3,tRNA,tRNA-Arg-ACG
URS0000681851_9615,NA,NA,tRNA-Arg-ACG-2,tRNA,tRNA-Arg-ACG
URS00006474B3_9615,NA,NA,tRNA-Ala-TGC-8,tRNA,tRNA-Ala-TGC
URS00006F6373_9615,NA,NA,tRNA-Ala-TGC-7,tRNA,tRNA-Ala-TGC
URS00006956A4_9615,NA,NA,tRNA-Ala-TGC-6,tRNA,tRNA-Ala-TGC
URS00006CDE6B_9615,NA,NA,tRNA-Ala-TGC-5,tRNA,tRNA-Ala-TGC
URS0000683053_9615,NA,NA,tRNA-Ala-TGC-4,tRNA,tRNA-Ala-TGC
URS00006CD045_9615,NA,NA,tRNA-Ala-TGC-3,tRNA,tRNA-Ala-TGC
URS0000320FD9_9615,NA,NA,tRNA-Ala-TGC-2,tRNA,tRNA-Ala-TGC
URS0000725E3E_9615,NA,NA,tRNA-Ala-CGC-4,tRNA,tRNA-Ala-CGC
URS00006F4537_9615,NA,NA,tRNA-Ala-CGC-3,tRNA,tRNA-Ala-CGC
URS00005B30A9_9615,NA,NA,tRNA-Ala-CGC-1,tRNA,tRNA-Ala-CGC
URS000066E95F_9615,NA,NA,tRNA-Ala-AGC-9,tRNA,tRNA-Ala-AGC
URS000052A1C9_9615,NA,NA,tRNA-Ala-AGC-7,tRNA,tRNA-Ala-AGC
URS00003D2CC9_9615,NA,NA,tRNA-Ala-AGC-6,tRNA,tRNA-Ala-AGC
URS00006F37CC_9615,NA,NA,tRNA-Ala-AGC-5,tRNA,tRNA-Ala-AGC
URS0000282AB2_9615,NA,NA,tRNA-Ala-AGC-4,tRNA,tRNA-Ala-AGC
URS000047C79B_9615,NA,NA,tRNA-Ala-AGC-3,tRNA,tRNA-Ala-AGC
URS00004CD200_9615,NA,NA,tRNA-Ala-AGC-2,tRNA,tRNA-Ala-AGC
URS000062573E_9615,NA,NA,tRNA-Ala-AGC-1,tRNA,tRNA-Ala-AGC
URS000008EF43_9615,NA,NA,tRNA-Ala-AGC-2,tRNA,tRNA-Ala-AGC
URS00007009D3_9615,NA,NA,U7 small nuclear RNA,snRNA,U7 small nuclear RNA
URS00006F5305_9615,NA,NA,U7 small nuclear RNA,snRNA,U7 small nuclear RNA
URS00006AFCA1_9615,NA,NA,U7 small nuclear RNA,snRNA,U7 small nuclear RNA
URS0000678B85_9615,NA,NA,U7 small nuclear RNA,snRNA,U7 small nuclear RNA
URS0000667B0C_9615,NA,NA,U7 small nuclear RNA,snRNA,U7 small nuclear RNA
URS00027FB70E_9615,NA,NA,U6atac minor spliceosomal RNA,snRNA,U6atac minor spliceosomal RNA
URS000198FAB6_9615,NA,NA,U6atac minor spliceosomal RNA,snRNA,U6atac minor spliceosomal RNA
URS000198BE02_9615,NA,NA,U6atac minor spliceosomal RNA,snRNA,U6atac minor spliceosomal RNA
URS00019819D1_9615,NA,NA,U6atac minor spliceosomal RNA,snRNA,U6atac minor spliceosomal RNA
URS0000E05B59_9615,NA,NA,U6atac minor spliceosomal RNA,snRNA,U6atac minor spliceosomal RNA
URS000071316D_9615,NA,NA,U6atac minor spliceosomal RNA,snRNA,U6atac minor spliceosomal RNA
URS000070C0F7_9615,NA,NA,U6atac minor spliceosomal RNA,snRNA,U6atac minor spliceosomal RNA
URS000070B09A_9615,NA,NA,U6atac minor spliceosomal RNA,snRNA,U6atac minor spliceosomal RNA
URS00006EA87B_9615,NA,NA,U6atac minor spliceosomal RNA,snRNA,U6atac minor spliceosomal RNA
URS00006DE87C_9615,NA,NA,U6atac minor spliceosomal RNA,snRNA,U6atac minor spliceosomal RNA
URS00006D9A8A_9615,NA,NA,U6atac minor spliceosomal RNA,snRNA,U6atac minor spliceosomal RNA
URS00006D058E_9615,NA,NA,U6atac minor spliceosomal RNA,snRNA,U6atac minor spliceosomal RNA
URS00006AC800_9615,NA,NA,U6atac minor spliceosomal RNA,snRNA,U6atac minor spliceosomal RNA
URS00006A13DE_9615,NA,NA,U6atac minor spliceosomal RNA,snRNA,U6atac minor spliceosomal RNA
URS000069B8D0_9615,NA,NA,U6atac minor spliceosomal RNA,snRNA,U6atac minor spliceosomal RNA
URS00006932AE_9615,NA,NA,U6atac minor spliceosomal RNA,snRNA,U6atac minor spliceosomal RNA
URS000068EDF2_9615,NA,NA,U6atac minor spliceosomal RNA,snRNA,U6atac minor spliceosomal RNA
URS000067FEB6_9615,NA,NA,U6atac minor spliceosomal RNA,snRNA,U6atac minor spliceosomal RNA
URS0000675F93_9615,NA,NA,U6atac minor spliceosomal RNA,snRNA,U6atac minor spliceosomal RNA
URS00006574AE_9615,NA,NA,U6atac minor spliceosomal RNA,snRNA,U6atac minor spliceosomal RNA
URS00006554DA_9615,NA,NA,U6atac minor spliceosomal RNA,snRNA,U6atac minor spliceosomal RNA
URS000064E049_9615,NA,NA,U6atac minor spliceosomal RNA,snRNA,U6atac minor spliceosomal RNA
URS0000638906_9615,NA,NA,U6atac minor spliceosomal RNA,snRNA,U6atac minor spliceosomal RNA
URS0000636C1A_9615,NA,NA,U6atac minor spliceosomal RNA,snRNA,U6atac minor spliceosomal RNA
URS00006290D8_9615,NA,NA,U6atac minor spliceosomal RNA,snRNA,U6atac minor spliceosomal RNA
URS00033747D0_9615,NA,NA,U6atac minor small nuclear RNA,snRNA,U6atac minor small nuclear RNA
URS0000729905_9615,NA,NA,U6 spliceosomal RNA,snRNA,U6 small nuclear RNA
URS00007235F2_9615,NA,NA,U6 spliceosomal RNA,snRNA,U6 small nuclear RNA
URS000071EFC7_9615,NA,NA,U6 spliceosomal RNA,snRNA,U6 small nuclear RNA
URS000071EA6C_9615,NA,NA,U6 spliceosomal RNA,snRNA,U6 small nuclear RNA
URS000071971B_9615,NA,NA,U6 spliceosomal RNA,snRNA,U6 small nuclear RNA
URS0000705B08_9615,NA,NA,U6 spliceosomal RNA,snRNA,U6 small nuclear RNA
URS00006FEEBD_9615,NA,NA,U6 spliceosomal RNA,snRNA,U6 small nuclear RNA
URS00006E41FD_9615,NA,NA,U6 spliceosomal RNA,snRNA,U6 small nuclear RNA
URS00006DB93C_9615,NA,NA,U6 spliceosomal RNA,snRNA,U6 small nuclear RNA
URS00006C0003_9615,NA,NA,U6 spliceosomal RNA,snRNA,U6 small nuclear RNA
URS00006BCA01_9615,NA,NA,U6 spliceosomal RNA,snRNA,U6 small nuclear RNA
URS00006AFFEC_9615,NA,NA,U6 spliceosomal RNA,snRNA,U6 small nuclear RNA
URS00006AEBA4_9615,NA,NA,U6 spliceosomal RNA,snRNA,U6 small nuclear RNA
URS0000699235_9615,NA,NA,U6 spliceosomal RNA,snRNA,U6 small nuclear RNA
URS00006973FA_9615,NA,NA,U6 spliceosomal RNA,snRNA,U6 small nuclear RNA
URS000067CB8C_9615,NA,NA,U6 spliceosomal RNA,snRNA,U6 small nuclear RNA
URS000067389B_9615,NA,NA,U6 spliceosomal RNA,snRNA,U6 small nuclear RNA
URS000066623C_9615,NA,NA,U6 spliceosomal RNA,snRNA,U6 small nuclear RNA
URS000021BDC3_9615,NA,NA,U6 spliceosomal RNA,snRNA,U6 small nuclear RNA
